name,ID,clp1p__vs_wtp__p.val,clp1s__vs_wts__p.val,clp2p__vs_wtp__p.val,clp2s__vs_wts__p.val,clp1p__vs_wtp__p.adj,clp1s__vs_wts__p.adj,clp2p__vs_wtp__p.adj,clp2s__vs_wts__p.adj,clp1p__vs_wtp__significant,clp1s__vs_wts__significant,clp2p__vs_wtp__significant,clp2s__vs_wts__significant,significant,clp1p__vs_wtp__ratio,clp1s__vs_wts__ratio,clp2p__vs_wtp__ratio,clp2s__vs_wts__ratio,clp1p__centered,clp1s__centered,clp2p__centered,clp2s__centered,wtp__centered,wts__centered
GATB,AT1G48520.1,0.8546869667695768,0.5287220881221696,0.7328111824237157,0.057594858560951596,0.778,0.767,0.606,0.688,FALSE,FALSE,FALSE,FALSE,FALSE,0.097,-0.335,-0.195,-1.06,0.393,-0.127,0.101,-0.847,0.296,0.208
GCK domain-containing protein,AT1G14060.1,0.033640802005177516,0.9756495496947237,0.24460765658932693,0.1428474025794603,0.174,0.864,0.364,0.807,FALSE,FALSE,FALSE,FALSE,FALSE,-0.438,-0.00592,-0.248,0.292,-0.529,0.19,-0.339,0.488,-0.0914,0.196
GDH1,AT2G35370.1,0.012865037869547506,0.8505427478760781,0.011991876701578221,0.8817069887092133,0.0836,0.846,0.0547,0.935,FALSE,FALSE,FALSE,FALSE,FALSE,-0.581,-0.0405,-0.635,0.032,0.57,-0.74,0.516,-0.668,1.15,-0.7
GDH2.1,AT5G07440.2,0.5090382459154419,0.0649305622407858,0.08960593701933715,0.0014422721750564401,0.688,0.218,0.216,0.143,FALSE,FALSE,FALSE,FALSE,FALSE,-0.199,-0.579,0.571,-1.1,-0.43,0.115,0.341,-0.405,-0.23,0.694
GDH3,AT1G32470.1,0.7664219925895679,0.8157401518282961,0.6195038081828701,0.13159903141239301,0.761,0.84,0.57,0.798,FALSE,FALSE,FALSE,FALSE,FALSE,-0.15,-0.118,-0.271,-0.783,0.577,-0.366,0.456,-1.03,0.727,-0.249
GDSL esterase/lipase At3g14220,AT3G14220.1,0.4963856445133398,0.385088584307691,0.16786319851114395,0.9344990216410783,0.683,0.699,0.305,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,-0.409,-0.524,-0.912,-0.0491,-0.953,0.531,-1.46,1.01,-0.545,1.05
GGAT1,AT1G23310.1,0.21689259825150622,0.7816873082246002,0.15302655834359724,0.5885925812254146,0.502,0.834,0.292,0.916,FALSE,FALSE,FALSE,FALSE,FALSE,-0.29,0.0637,-0.364,-0.125,0.327,-0.294,0.252,-0.482,0.617,-0.357
GGAT2,AT1G70580.4,0.9164766111482265,0.169441050212883,0.8480023524910725,0.24154785549365462,0.789,0.475,0.637,0.856,FALSE,FALSE,FALSE,FALSE,FALSE,0.0431,0.58,0.0852,-0.491,0.284,0.294,0.326,-0.777,0.241,-0.286
GLL22,AT1G54000.1,0.04406382994266307,0.07778995088220236,0.14248824524955134,0.0011052944042512956,0.204,0.259,0.281,0.122,FALSE,FALSE,FALSE,FALSE,FALSE,-0.628,-0.543,-0.481,-1.12,-3.02,2.54,-2.88,1.96,-2.4,3.08
GLL23,AT1G54010.1,0.013171512783265922,0.7956919018954407,0.010961201237101688,0.30161381591284164,0.0851,0.836,0.0512,0.874,FALSE,FALSE,FALSE,FALSE,FALSE,-1.7,-0.163,-1.89,-0.66,-3.26,2.58,-3.45,2.08,-1.56,2.74
GLN2,AT5G35630.3,0.9218339884413789,0.5983130768698708,0.1625879756733907,0.2509194632785162,0.79,0.79,0.3,0.86,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0527,0.284,-0.832,-0.628,1.42,-0.729,0.644,-1.64,1.48,-1.01
GLO1,AT3G14420.2,0.35969756311640333,0.48596131450248914,0.039195230394808794,0.6133228753487917,0.617,0.75,0.135,0.918,FALSE,FALSE,FALSE,FALSE,FALSE,-0.237,0.179,-0.603,0.13,-0.93,0.941,-1.3,0.892,-0.693,0.762
GLO2,AT3G14415.3,0.9965534627988737,0.43479425829955587,0.2777668775441384,0.8419762547291961,0.802,0.727,0.391,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,0.00156,0.285,-0.431,0.0722,-0.906,1.11,-1.34,0.893,-0.908,0.82
GLO5,AT4G18360.4,0.06774742004204315,0.30349246239738265,0.05186492038991348,0.38859891461094853,0.265,0.64,0.16,0.892,FALSE,FALSE,FALSE,FALSE,FALSE,-0.849,0.464,-0.982,-0.387,-0.866,0.983,-0.999,0.132,-0.0172,0.519
GLT1,AT5G53460.3,0.9117942151982863,0.39562011271918507,0.019134425030001418,0.33223778288429784,0.788,0.705,0.0797,0.881,FALSE,FALSE,FALSE,FALSE,FALSE,0.0331,0.256,-0.814,-0.293,2.59,-1.88,1.74,-2.43,2.56,-2.14
GLU2,AT2G41220.1,0.8935934076060625,0.5992084838518064,0.23750449035213514,0.6764298364568008,0.785,0.79,0.359,0.923,FALSE,FALSE,FALSE,FALSE,FALSE,0.0453,-0.179,-0.44,-0.142,1.75,-1.54,1.26,-1.5,1.71,-1.36
Glutathione S-transferase family protein,AT4G19880.3,0.22759186530446399,0.4878207743384785,0.11490490221074534,0.1679192886791284,0.513,0.751,0.251,0.823,FALSE,FALSE,FALSE,FALSE,FALSE,-0.468,0.265,-0.669,-0.538,0.0925,0.166,-0.109,-0.637,0.56,-0.0995
Glutathione S-transferase family protein.1,AT5G42150.1,0.2264360534418578,0.998663599970539,0.11429597152166512,0.9477523449340142,0.512,0.866,0.25,0.939,FALSE,FALSE,FALSE,FALSE,FALSE,-0.425,5.77e-4,-0.607,0.0226,-2.03,1.76,-2.22,1.78,-1.61,1.76
Glycine-rich protein family,AT2G05520.5,0.3224572762014991,0.2585458735007619,0.04223905360920629,0.02552971739437636,0.593,0.597,0.142,0.546,FALSE,FALSE,FALSE,FALSE,FALSE,-0.405,-0.465,-0.938,-0.966,-0.65,0.606,-1.18,0.104,-0.244,1.07
Glycine cleavage T-protein family,AT4G12130.1,0.6693276283244419,0.46223041589856284,0.3258354977710066,0.8715934502099436,0.738,0.74,0.427,0.935,FALSE,FALSE,FALSE,FALSE,FALSE,-0.157,0.272,-0.395,-0.0594,0.957,-0.669,0.72,-1,1.11,-0.941
GPX6,AT4G11600.1,0.670764139728953,0.18783975977643902,0.6964191940249711,0.13523465070824198,0.738,0.506,0.595,0.801,FALSE,FALSE,FALSE,FALSE,FALSE,-0.17,-0.539,-0.169,-0.616,0.192,-0.388,0.194,-0.464,0.363,0.151
GroES-like family protein,AT1G23100.1,0.13929344358231072,0.19070731126730056,0.5845130516166787,0.45476837365030487,0.399,0.51,0.557,0.901,FALSE,FALSE,FALSE,FALSE,FALSE,-0.39,0.343,-0.152,0.193,0.0241,-0.0473,0.262,-0.198,0.415,-0.391
GroES-like zinc-binding alcohol dehydrogenase family protein,AT3G15090.1,0.11242370252148592,0.8298677643847393,0.030499219710504576,0.7519495912994814,0.354,0.842,0.114,0.928,FALSE,FALSE,FALSE,FALSE,FALSE,-0.665,-0.0871,-1.01,-0.128,-1.95,1.64,-2.3,1.6,-1.29,1.73
GroES-like zinc-binding alcohol dehydrogenase family protein.1,AT3G56460.1,0.15416918931161538,0.3565055283829438,0.3366628626758299,0.6583499999572793,0.422,0.681,0.434,0.922,FALSE,FALSE,FALSE,FALSE,FALSE,-0.237,0.151,-0.17,0.0718,-0.678,0.603,-0.611,0.523,-0.441,0.452
GRP3,AT2G05520.5,0.26958991904396223,0.374871921080859,0.6759871291372259,0.021497676393722128,0.552,0.693,0.589,0.513,FALSE,FALSE,FALSE,FALSE,FALSE,0.586,-0.468,-0.236,-1.29,-0.0654,0.579,-0.888,-0.243,-0.651,1.05
GRP3S,AT2G05380.1,0.3079889387323957,0.6460754988511184,0.08476535750286161,0.8165215290527865,0.582,0.803,0.209,0.932,FALSE,FALSE,FALSE,FALSE,FALSE,-0.46,0.205,-0.863,0.103,-0.366,0.385,-0.768,0.283,0.0944,0.18
GRXS12,AT2G20270.1,0.3429284063758957,0.8302434554661997,0.7875669147939753,0.7460905229080202,0.606,0.842,0.621,0.928,FALSE,FALSE,FALSE,FALSE,FALSE,-0.406,-0.0906,-0.123,0.137,-0.136,-0.187,0.147,0.0403,0.27,-0.0966
GRXS15,AT3G15660.2,0.6106994025538547,0.14551519595522575,0.2797595171963434,0.09007448306506431,0.722,0.43,0.393,0.752,FALSE,FALSE,FALSE,FALSE,FALSE,0.0637,0.187,0.148,0.22,0.361,-0.28,0.445,-0.247,0.298,-0.466
GSTF2,AT4G02520.1,0.8041053511075738,0.5670202501010297,0.3263849509927498,0.7069524426174254,0.769,0.78,0.427,0.925,FALSE,FALSE,FALSE,FALSE,FALSE,0.102,-0.235,0.44,-0.154,-0.0903,-0.0733,0.248,0.00785,-0.192,0.162
GSTF3,AT4G02520.1,0.04941655632728356,0.23239686413501517,0.1405892758773169,0.9405696045904595,0.218,0.567,0.279,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,-0.701,0.412,-0.555,-0.0252,-0.263,0.254,-0.117,-0.183,0.438,-0.158
GSTT1,AT5G41210.1,0.3000828912283753,0.8459424944466131,0.6427346726327474,0.855027406528994,0.577,0.845,0.578,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,-0.616,0.114,-0.295,-0.107,-2.45,2.07,-2.13,1.85,-1.83,1.96
"GTP-binding protein At3g49725, chloroplastic",AT3G49725.1,0.027853400990184945,0.47241746985245237,0.1251390818735842,0.10315989316640754,0.154,0.744,0.263,0.769,FALSE,FALSE,FALSE,FALSE,FALSE,0.641,-0.198,0.467,-0.461,0.285,0.0181,0.111,-0.245,-0.356,0.216
GYRA,AT3G10690.1,0.3759389140074517,0.5392803448650265,0.020885255226910933,0.5785676949136971,0.626,0.771,0.0856,0.915,FALSE,FALSE,FALSE,FALSE,FALSE,-0.24,-0.166,-0.72,0.15,-0.873,0.68,-1.35,0.995,-0.633,0.846
GYRB1,AT3G10270.1,0.5939362235150252,0.7889915551759392,0.06332474631664621,0.6907482486782015,0.717,0.835,0.177,0.924,FALSE,FALSE,FALSE,FALSE,FALSE,-0.189,-0.0948,-0.743,0.141,0.125,-0.15,-0.429,0.086,0.315,-0.055
Haloacid dehalogenase-like hydrolase (HAD) superfamily protein,AT5G44730.2,0.8039702107352716,0.21740063945157642,0.13214087974274707,0.1759723992816356,0.769,0.548,0.271,0.828,FALSE,FALSE,FALSE,FALSE,FALSE,0.0409,-0.207,-0.276,-0.229,0.623,-0.541,0.306,-0.562,0.583,-0.333
HCC1,AT3G08950.1,0.012717954775614123,0.84519485363758,0.8301588769524464,0.9773599140094188,0.0829,0.845,0.632,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,0.584,-0.0421,-0.0499,-0.00611,-0.831,1.09,-1.47,1.13,-1.42,1.13
HMGCL,AT2G26800.5,0.047315432668747576,0.05213854449039261,0.7069774097370422,0.2267339781136341,0.212,0.18,0.598,0.851,FALSE,FALSE,FALSE,FALSE,FALSE,0.789,-0.771,-0.153,-0.465,0.578,-0.39,-0.365,-0.0839,-0.211,0.381
HPR,AT1G68010.1,0.9853312750676324,0.4775030820219195,0.517389223924057,0.7561592821093107,0.8,0.746,0.53,0.928,FALSE,FALSE,FALSE,FALSE,FALSE,-0.00254,0.0989,-0.0973,0.043,-0.12,0.185,-0.215,0.129,-0.118,0.0858
HSP60-2,AT2G33210.2,0.5165872844175214,0.16921555379314787,0.6991073553375298,0.28182416307065894,0.691,0.475,0.596,0.869,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0718,-0.155,-0.0461,-0.12,0.212,-0.288,0.238,-0.254,0.284,-0.133
HSP60-3A,AT3G13860.1,0.8600741964350804,0.15493340551451873,0.7775335834499824,0.06272866848689816,0.779,0.449,0.619,0.701,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0203,-0.168,0.0352,-0.224,0.151,-0.196,0.207,-0.253,0.171,-0.0283
HSP70-10,AT5G09590.1,0.26328376876954485,0.32821324570835997,0.22723821751390944,0.23867915143381013,0.547,0.66,0.351,0.855,FALSE,FALSE,FALSE,FALSE,FALSE,0.129,0.112,0.151,0.136,0.263,-0.174,0.285,-0.15,0.134,-0.286
HSP70-18,AT5G02500.1,0.035326039290684424,0.5639322004551542,0.9420903394687239,0.8916053227760766,0.179,0.779,0.658,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.796,-0.206,-0.028,-0.0486,-1.36,0.671,-0.596,0.829,-0.568,0.878
HSP70-3,AT5G02500.1,0.02556652251641099,0.5869896876759806,0.8373250546990482,0.8979687088933092,0.145,0.787,0.634,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.904,-0.206,-0.084,-0.0486,-1.46,0.712,-0.641,0.87,-0.557,0.918
HSP70-6,AT4G24280.1,0.6995511391476168,0.5492427784757777,0.3203584828578726,0.93169573734614,0.746,0.774,0.423,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,0.195,0.304,-0.549,-0.0432,0.788,-0.255,0.0447,-0.602,0.593,-0.558
HSP70-7,AT4G24280.1,0.7065151833947603,0.8534917425455686,0.2098864273171615,0.28707694920656607,0.747,0.846,0.338,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,0.168,-0.0821,-0.615,-0.48,0.918,-0.484,0.135,-0.883,0.75,-0.402
HSP81-1,AT5G56030.1,0.7663364973616972,0.7137527331164217,0.11282465387428116,0.32202938519331636,0.761,0.82,0.248,0.879,FALSE,FALSE,FALSE,FALSE,FALSE,-0.162,0.2,-0.963,-0.546,0.00302,0.459,-0.799,-0.287,0.165,0.259
HSP90-2,AT5G56030.1,0.7781417798375475,0.5630638166584547,0.6525621735141957,0.902479179346267,0.763,0.779,0.581,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,0.101,0.208,-0.175,-0.0439,-0.278,0.511,-0.554,0.259,-0.379,0.303
HSP90-3,AT5G56030.1,0.31267864571381093,0.5264809624238018,0.05576068127793192,0.1826886141485139,0.586,0.766,0.166,0.831,FALSE,FALSE,FALSE,FALSE,FALSE,-0.352,-0.219,-0.746,-0.469,-0.533,0.48,-0.927,0.23,-0.181,0.699
HSP90-4,AT5G56030.1,0.2984292573743135,0.7940701647960937,0.07509779451279601,0.16151275040400281,0.575,0.836,0.196,0.819,FALSE,FALSE,FALSE,FALSE,FALSE,-0.364,-0.0902,-0.693,-0.496,-0.465,0.492,-0.794,0.0863,-0.101,0.582
HXK1,AT4G29130.1,0.16268315904880173,0.8693109877885384,0.029851824805121177,0.9031109462905014,0.435,0.849,0.112,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.75,-0.0862,-1.31,-0.0638,-3.16,2.75,-3.72,2.77,-2.41,2.83
HXK2,AT2G19860.1,0.03618466164198115,0.5491215047180376,0.488454817277987,0.5553263858602502,0.182,0.774,0.517,0.913,FALSE,FALSE,FALSE,FALSE,FALSE,-0.723,-0.196,-0.245,-0.193,-2.8,2.14,-2.32,2.14,-2.08,2.34
Hyaluronan / mRNA binding family,AT5G47210.1,0.4376634553316495,0.6644160528852621,0.3789691244080673,0.8668618722153398,0.658,0.808,0.46,0.935,FALSE,FALSE,FALSE,FALSE,FALSE,0.31,0.172,0.38,0.0663,-1.73,1.76,-1.66,1.66,-2.04,1.59
hydroxyproline-rich glycoprotein family protein,AT1G53645.1,0.04227589488274361,0.01801868795614566,0.7744225309581411,0.0063225909050557885,0.199,0.0723,0.618,0.281,FALSE,FALSE,FALSE,FALSE,FALSE,0.254,0.302,-0.0367,0.358,-0.178,0.403,-0.469,0.458,-0.432,0.1
IBR3,AT3G06810.1,0.5797587222698923,0.9531584664802465,0.07718470494766581,0.978844690468515,0.712,0.861,0.199,0.94,FALSE,FALSE,FALSE,FALSE,FALSE,-0.24,0.0254,-0.86,-0.0115,-2.15,2.07,-2.77,2.03,-1.91,2.04
ICDH,AT1G54340.1,0.016919286870752077,0.031765935392079184,0.02844478532175305,0.13004950884291702,0.106,0.117,0.108,0.796,FALSE,FALSE,FALSE,FALSE,FALSE,1.38,-1.22,1.35,-0.832,0.852,-0.849,0.822,-0.463,-0.524,0.369
IDH1,AT4G35260.1,0.04758951520770895,0.0735189584678966,0.19969146776109503,0.018844735121996713,0.213,0.245,0.33,0.488,FALSE,FALSE,FALSE,FALSE,FALSE,-0.273,-0.244,-0.185,-0.331,0.0803,-0.239,0.168,-0.326,0.353,0.00509
IDH2,AT2G17130.2,0.12692538491118285,0.02477655522430426,0.34940361598472003,0.11850604618641564,0.378,0.0968,0.442,0.786,FALSE,FALSE,FALSE,FALSE,FALSE,-0.256,-0.39,-0.166,-0.262,0.0559,-0.332,0.146,-0.203,0.311,0.0584
IDH5,AT5G03290.1,0.21616923714417924,0.020325901783516946,0.32804611623849333,0.0047479464128705115,0.501,0.0813,0.428,0.243,FALSE,FALSE,FALSE,FALSE,FALSE,-0.158,-0.312,-0.134,-0.393,0.361,-0.466,0.385,-0.548,0.519,-0.155
IIL1,AT4G13430.1,0.6711384099678683,0.01348336432499963,0.10081501538630248,0.05187119844508669,0.739,0.0532,0.233,0.671,FALSE,FALSE,FALSE,FALSE,FALSE,-0.165,-1.04,-0.712,-0.793,1.51,-1.73,0.965,-1.49,1.68,-0.693
indigoidine synthase A family protein,AT1G50510.1,0.8104604946616807,0.884974277331061,0.39029789782374935,0.8504726976582747,0.77,0.851,0.467,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,0.1,-0.0603,-0.391,0.0786,0.285,-0.172,-0.206,-0.0328,0.185,-0.111
INDL,AT4G19540.1,0.6318345292627524,0.028579213680824358,0.8266656278940359,0.5121924592396438,0.728,0.108,0.632,0.908,FALSE,FALSE,FALSE,FALSE,FALSE,-0.118,0.575,0.0582,-0.162,0.0484,0.309,0.225,-0.427,0.167,-0.265
INVA,AT1G56560.1,0.7754883321156473,0.24600308246715535,0.287750528605454,0.2863703896839044,0.763,0.583,0.399,0.87,FALSE,FALSE,FALSE,FALSE,FALSE,0.124,-0.514,0.508,-0.471,0.428,-0.633,0.812,-0.59,0.304,-0.119
IPMS1,AT1G18500.1,0.7022481350853915,0.5061955001120166,0.5862946851252601,0.09375173067143398,0.746,0.758,0.558,0.757,FALSE,FALSE,FALSE,FALSE,FALSE,-0.176,-0.307,-0.271,-0.8,0.377,-0.319,0.282,-0.812,0.553,-0.0113
IPP2,AT3G02780.1,0.21291935490098243,0.3662426043179132,0.7113190519263757,0.6194361007613631,0.498,0.687,0.6,0.919,FALSE,FALSE,FALSE,FALSE,FALSE,-0.193,-0.139,-0.0609,-0.0758,0.494,-0.618,0.627,-0.555,0.688,-0.479
"Iron-sulfur assembly protein IscA-like 1, mitochondrial",AT2G16710.2,0.011471336571482152,0.6182000681285282,0.0228440489245337,0.8481322259828579,0.0763,0.796,0.092,0.934,FALSE,FALSE,FALSE,FALSE,FALSE,1.32,0.239,1.26,0.0917,0.187,0.412,0.129,0.265,-1.13,0.173
"Iron-sulfur assembly protein IscA-like 2, mitochondrial",AT5G03905.1,0.3396270150384819,0.16990713559887066,0.35709874204330605,0.21445746984968753,0.604,0.476,0.447,0.846,FALSE,FALSE,FALSE,FALSE,FALSE,0.476,0.693,0.496,0.624,0.894,-0.412,0.914,-0.481,0.418,-1.11
ISU1,AT4G22220.1,0.5616891936203112,0.8116813270362173,0.1803967436273667,0.9174488389200893,0.706,0.839,0.315,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,0.121,-0.0497,0.309,-0.0216,0.114,-0.137,0.302,-0.109,-0.00729,-0.0872
IVD,AT3G45300.1,0.8361920622986062,0.2499111939635688,0.8864104956231293,0.0019210568988088958,0.775,0.588,0.646,0.167,FALSE,FALSE,FALSE,FALSE,FALSE,0.0855,-0.484,-0.0638,-1.46,0.81,-0.511,0.661,-1.49,0.724,-0.0272
JAL10,AT1G52070.2,0.5852884415357309,0.7003166445552884,0.6473298113662964,0.9383485295141254,0.714,0.817,0.579,0.938,FALSE,FALSE,FALSE,FALSE,FALSE,0.299,0.211,-0.271,-0.0422,-0.307,0.678,-0.877,0.426,-0.607,0.468
JAL33,AT3G16450.3,0.5409802482722972,0.6855109642464263,0.1668287531254212,0.8318769214600077,0.699,0.813,0.304,0.933,FALSE,FALSE,FALSE,FALSE,FALSE,-0.43,-0.284,-1.07,-0.149,-2.88,2.52,-3.52,2.65,-2.45,2.8
JAL34,AT3G16460.2,0.012665812253694616,0.7978211002833768,0.02077278437889345,0.8764769194162794,0.0826,0.837,0.0853,0.935,FALSE,FALSE,FALSE,FALSE,FALSE,-2.69,0.254,-2.66,0.154,-5.24,4.02,-5.21,3.92,-2.55,3.76
JAL35,AT3G16470.4,0.09795380998933728,0.19747738792164118,0.9151242389319326,0.08497626663770697,0.328,0.52,0.653,0.744,FALSE,FALSE,FALSE,FALSE,FALSE,-0.479,-0.368,0.0322,-0.501,-1.75,1.24,-1.24,1.11,-1.27,1.61
JAL4,AT1G33790.2,0.13695421345287695,0.6804367258053474,0.09639279272420327,0.777678571591176,0.395,0.812,0.226,0.93,FALSE,FALSE,FALSE,FALSE,FALSE,-0.6,-0.162,-0.73,-0.111,-0.866,0.555,-0.996,0.606,-0.266,0.717
KAT1,AT1G04710.1,0.26809946815848645,0.8158631712072042,0.1665354591738861,0.9061099107983821,0.551,0.84,0.304,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,-0.223,-0.0461,-0.303,-0.0233,-1.83,1.6,-1.92,1.63,-1.61,1.65
KAT5,AT5G48880.1,0.3803501507136874,0.3639372148648785,0.17519024007938572,0.016250820691440716,0.628,0.686,0.311,0.459,FALSE,FALSE,FALSE,FALSE,FALSE,-0.408,0.423,-0.691,1.2,-0.977,0.713,-1.26,1.49,-0.569,0.29
KDSB,AT1G53000.1,0.601703968256187,0.8578018831701951,0.7814054060683531,0.39482953703630874,0.719,0.847,0.62,0.893,FALSE,FALSE,FALSE,FALSE,FALSE,-0.152,-0.0518,-0.0868,-0.249,-2.04,1.85,-1.98,1.66,-1.89,1.91
"Ketol-acid reductoisomerase, chloroplastic",AT3G58610.3,0.5165657245535231,0.12446651558857824,0.054654099815217155,0.23505522241908383,0.691,0.385,0.164,0.854,FALSE,FALSE,FALSE,FALSE,FALSE,-0.237,-0.576,-0.792,-0.439,2.66,-2.62,2.11,-2.48,2.9,-2.04
LACS6,AT3G05970.1,0.006969253473914845,0.9569714676896852,0.0810611335240441,0.45301220037300904,0.0536,0.861,0.204,0.901,FALSE,FALSE,FALSE,FALSE,FALSE,-1.12,0.0203,-0.739,0.285,-3.02,2.22,-2.64,2.48,-1.9,2.2
LACS7,AT5G27600.1,0.5126432187665315,0.8758947403659231,0.10719864716680098,0.4560024857705135,0.689,0.85,0.241,0.902,FALSE,FALSE,FALSE,FALSE,FALSE,-0.257,0.061,-0.703,0.293,-2.25,2.04,-2.7,2.27,-2,1.97
LETM1-like protein,AT1G65540.3,0.7498938029031217,0.7017482300428026,0.46091201637813495,0.9095344406241019,0.757,0.817,0.504,0.937,FALSE,FALSE,FALSE,FALSE,FALSE,0.0949,-0.114,-0.239,-0.0338,-1.57,1.49,-1.9,1.57,-1.66,1.6
LETM1-like protein.1,AT3G59820.4,0.12163491069283129,0.6570705753643626,0.3175097316825897,0.3633491172299429,0.369,0.806,0.421,0.887,FALSE,FALSE,FALSE,FALSE,FALSE,-0.739,0.206,0.506,0.425,-2.75,1.96,-1.5,2.18,-2.01,1.75
LHB1B1,AT2G34420.1,0.49619706544340236,0.8811583625664319,0.08515167332434441,0.483852963939132,0.683,0.85,0.21,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,-0.706,-0.154,-2,-0.727,-2.94,2.92,-4.22,2.34,-2.23,3.07
LHB1B2,AT2G34420.1,0.29599788571106056,0.8704535691365874,0.1684321439275657,0.4455650936519152,0.574,0.849,0.305,0.9,FALSE,FALSE,FALSE,FALSE,FALSE,-1,-0.154,-1.44,-0.727,-3.14,2.79,-3.58,2.22,-2.14,2.95
LHCA3,AT1G61520.2,0.5289504203408786,0.01954545803649307,0.20349714632501378,0.06535792198552906,0.695,0.0783,0.333,0.707,FALSE,FALSE,FALSE,FALSE,FALSE,-0.47,-1.87,-1.04,-1.43,-0.581,-0.249,-1.15,0.186,-0.111,1.62
LHCA4,AT3G47470.1,0.13385735918976666,0.06161007781470213,0.05813572820264088,0.16858476369332887,0.389,0.209,0.17,0.824,FALSE,FALSE,FALSE,FALSE,FALSE,-0.616,-0.781,-0.856,-0.563,-0.743,0.203,-0.983,0.421,-0.127,0.984
LHCB2.1,AT2G05100.1,0.6574019711144885,0.04593557187747529,0.40523897283995824,0.9032127970407355,0.735,0.161,0.475,0.936,FALSE,FALSE,FALSE,FALSE,FALSE,-0.366,1.74,-0.748,0.1,-0.675,1.72,-1.06,0.0802,-0.309,-0.02
LHCB3,AT5G54270.1,0.9606248902353428,0.9533284087715296,0.23811880512765077,0.19914958458916016,0.796,0.861,0.359,0.84,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0331,0.0393,-0.871,-0.88,-1.07,1.5,-1.91,0.579,-1.04,1.46
LHCB4.1,AT5G01530.1,0.9266279323661607,0.9399658530829837,0.3419120203231949,0.11365353599234612,0.791,0.859,0.437,0.781,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0867,0.0709,-0.978,-1.54,-0.953,1.63,-1.84,0.017,-0.866,1.56
LHCB4.2,AT3G08940.2,0.5673080588151465,0.7862580736249434,0.833046157520312,0.12889649190498886,0.708,0.834,0.633,0.795,FALSE,FALSE,FALSE,FALSE,FALSE,0.162,0.0764,-0.0642,-0.441,-1.85,2.01,-2.08,1.49,-2.01,1.93
LHCB5,AT4G10340.1,0.05690807501547569,0.8447803227536419,0.014091625971108876,0.11289316885300846,0.239,0.845,0.0617,0.78,FALSE,FALSE,FALSE,FALSE,FALSE,-1.15,-0.113,-1.66,-0.944,-2.62,2.39,-3.13,1.55,-1.47,2.5
LHCB6,AT1G15820.1,0.22269433171981856,0.9896088967120882,0.16160442272278153,0.48003558413668057,0.508,0.865,0.299,0.905,FALSE,FALSE,FALSE,FALSE,FALSE,-0.674,0.00705,-0.841,-0.385,-2.54,2.28,-2.7,1.88,-1.86,2.27
LIP1,AT2G20860.3,0.9294693533134176,0.9024750662781645,0.4450313976633615,0.41405797932445665,0.791,0.854,0.496,0.896,FALSE,FALSE,FALSE,FALSE,FALSE,0.0405,-0.0561,0.38,0.377,0.0901,-0.317,0.43,0.116,0.0496,-0.261
LIP2,AT1G04640.2,0.35013284433645286,0.6763402684003449,0.13668105489214896,0.14415610507342694,0.611,0.811,0.275,0.808,FALSE,FALSE,FALSE,FALSE,FALSE,-0.362,-0.16,-0.634,-0.575,0.54,-0.463,0.268,-0.878,0.902,-0.303
LON1,AT5G26860.1,0.8288294151205996,0.015003207343554393,0.4638760271185791,0.3660165468433356,0.774,0.0597,0.506,0.888,FALSE,FALSE,FALSE,FALSE,FALSE,0.0322,-0.392,0.118,-0.136,0.399,-0.593,0.486,-0.337,0.367,-0.201
LOS1,AT1G56070.3,0.8780637344793263,0.37067904950770414,0.08655330355126367,0.7609834407068807,0.783,0.69,0.212,0.929,FALSE,FALSE,FALSE,FALSE,FALSE,-0.0458,-0.27,-0.575,-0.091,-1.17,1.04,-1.7,1.22,-1.12,1.31
LPD1,AT1G48030.5,0.10068855017617825,0.05084294140721499,0.1202437229985785,0.024865050125815108,0.333,0.176,0.257,0.541,FALSE,FALSE,FALSE,FALSE,FALSE,-0.244,-0.294,-0.248,-0.344,-0.0641,-0.103,-0.0686,-0.152,0.18,0.191
LTA3,AT3G52200.1,0.20894601867957197,0.05085488775229029,0.1481564450065255,0.005298989791044894,0.493,0.176,0.287,0.252,FALSE,FALSE,FALSE,FALSE,FALSE,-0.156,-0.25,-0.196,-0.378,-0.123,0.0294,-0.162,-0.098,0.0334,0.28
