Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Peptides blank	Peptides clp1p_1	Peptides clp1p_2	Peptides clp1p_3	Peptides clp1p_4	Peptides clp1s_1	Peptides clp1s_2	Peptides clp1s_3	Peptides clp1s_4	Peptides clp2p_1	Peptides clp2p_2	Peptides clp2p_3	Peptides clp2p_4	Peptides clp2s_1	Peptides clp2s_2	Peptides clp2s_3	Peptides clp2s_4	Peptides pool_p	Peptides pool_s	Peptides wtp_1	Peptides wtp_2	Peptides wtp_3	Peptides wtp_4	Peptides wts_1	Peptides wts_2	Peptides wts_3	Peptides wts_4	Razor + unique peptides blank	Razor + unique peptides clp1p_1	Razor + unique peptides clp1p_2	Razor + unique peptides clp1p_3	Razor + unique peptides clp1p_4	Razor + unique peptides clp1s_1	Razor + unique peptides clp1s_2	Razor + unique peptides clp1s_3	Razor + unique peptides clp1s_4	Razor + unique peptides clp2p_1	Razor + unique peptides clp2p_2	Razor + unique peptides clp2p_3	Razor + unique peptides clp2p_4	Razor + unique peptides clp2s_1	Razor + unique peptides clp2s_2	Razor + unique peptides clp2s_3	Razor + unique peptides clp2s_4	Razor + unique peptides pool_p	Razor + unique peptides pool_s	Razor + unique peptides wtp_1	Razor + unique peptides wtp_2	Razor + unique peptides wtp_3	Razor + unique peptides wtp_4	Razor + unique peptides wts_1	Razor + unique peptides wts_2	Razor + unique peptides wts_3	Razor + unique peptides wts_4	Unique peptides blank	Unique peptides clp1p_1	Unique peptides clp1p_2	Unique peptides clp1p_3	Unique peptides clp1p_4	Unique peptides clp1s_1	Unique peptides clp1s_2	Unique peptides clp1s_3	Unique peptides clp1s_4	Unique peptides clp2p_1	Unique peptides clp2p_2	Unique peptides clp2p_3	Unique peptides clp2p_4	Unique peptides clp2s_1	Unique peptides clp2s_2	Unique peptides clp2s_3	Unique peptides clp2s_4	Unique peptides pool_p	Unique peptides pool_s	Unique peptides wtp_1	Unique peptides wtp_2	Unique peptides wtp_3	Unique peptides wtp_4	Unique peptides wts_1	Unique peptides wts_2	Unique peptides wts_3	Unique peptides wts_4	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Q-value	Score	Sequence coverage blank [%]	Sequence coverage clp1p_1 [%]	Sequence coverage clp1p_2 [%]	Sequence coverage clp1p_3 [%]	Sequence coverage clp1p_4 [%]	Sequence coverage clp1s_1 [%]	Sequence coverage clp1s_2 [%]	Sequence coverage clp1s_3 [%]	Sequence coverage clp1s_4 [%]	Sequence coverage clp2p_1 [%]	Sequence coverage clp2p_2 [%]	Sequence coverage clp2p_3 [%]	Sequence coverage clp2p_4 [%]	Sequence coverage clp2s_1 [%]	Sequence coverage clp2s_2 [%]	Sequence coverage clp2s_3 [%]	Sequence coverage clp2s_4 [%]	Sequence coverage pool_p [%]	Sequence coverage pool_s [%]	Sequence coverage wtp_1 [%]	Sequence coverage wtp_2 [%]	Sequence coverage wtp_3 [%]	Sequence coverage wtp_4 [%]	Sequence coverage wts_1 [%]	Sequence coverage wts_2 [%]	Sequence coverage wts_3 [%]	Sequence coverage wts_4 [%]	Intensity	Intensity blank	Intensity clp1p_1	Intensity clp1p_2	Intensity clp1p_3	Intensity clp1p_4	Intensity clp1s_1	Intensity clp1s_2	Intensity clp1s_3	Intensity clp1s_4	Intensity clp2p_1	Intensity clp2p_2	Intensity clp2p_3	Intensity clp2p_4	Intensity clp2s_1	Intensity clp2s_2	Intensity clp2s_3	Intensity clp2s_4	Intensity pool_p	Intensity pool_s	Intensity wtp_1	Intensity wtp_2	Intensity wtp_3	Intensity wtp_4	Intensity wts_1	Intensity wts_2	Intensity wts_3	Intensity wts_4	LFQ intensity blank	LFQ intensity clp1p_1	LFQ intensity clp1p_2	LFQ intensity clp1p_3	LFQ intensity clp1p_4	LFQ intensity clp1s_1	LFQ intensity clp1s_2	LFQ intensity clp1s_3	LFQ intensity clp1s_4	LFQ intensity clp2p_1	LFQ intensity clp2p_2	LFQ intensity clp2p_3	LFQ intensity clp2p_4	LFQ intensity clp2s_1	LFQ intensity clp2s_2	LFQ intensity clp2s_3	LFQ intensity clp2s_4	LFQ intensity pool_p	LFQ intensity pool_s	LFQ intensity wtp_1	LFQ intensity wtp_2	LFQ intensity wtp_3	LFQ intensity wtp_4	LFQ intensity wts_1	LFQ intensity wts_2	LFQ intensity wts_3	LFQ intensity wts_4	MS/MS count blank	MS/MS count clp1p_1	MS/MS count clp1p_2	MS/MS count clp1p_3	MS/MS count clp1p_4	MS/MS count clp1s_1	MS/MS count clp1s_2	MS/MS count clp1s_3	MS/MS count clp1s_4	MS/MS count clp2p_1	MS/MS count clp2p_2	MS/MS count clp2p_3	MS/MS count clp2p_4	MS/MS count clp2s_1	MS/MS count clp2s_2	MS/MS count clp2s_3	MS/MS count clp2s_4	MS/MS count pool_p	MS/MS count pool_s	MS/MS count wtp_1	MS/MS count wtp_2	MS/MS count wtp_3	MS/MS count wtp_4	MS/MS count wts_1	MS/MS count wts_2	MS/MS count wts_3	MS/MS count wts_4	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions
AT1G74030.1	AT1G74030.1	9	9	9	AT1G74030.1 | enolase 1 | Chr1:27839465-27841901 REVERSE LENGTH=477 | 201606	1	9	9	9	0	3	5	3	3	0	1	0	1	1	2	3	1	0	1	0	0	0	2	2	3	2	4	1	1	0	1	0	3	5	3	3	0	1	0	1	1	2	3	1	0	1	0	0	0	2	2	3	2	4	1	1	0	1	0	3	5	3	3	0	1	0	1	1	2	3	1	0	1	0	0	0	2	2	3	2	4	1	1	0	1	23.1	23.1	23.1	51.474	477	477	1	51	0	56.187	0	10.7	14.9	9.2	9.2	0	4.6	0	4.6	4.6	8	11.7	2.5	0	4.6	0	0	0	8	6.5	10.7	8	10.3	4.6	4.6	0	4.6	216900000	0	11623000	49262000	19942000	24927000	0	2573100	0	1600700	2186300	7126600	21558000	202220	0	3769700	0	0	0	8064400	9170000	18062000	12004000	20423000	2026500	0	0	2378600	0	547660	824310	814140	745930	0	0	0	0	0	460130	489290	0	0	0	0	0	0	617570	718580	829040	676780	703250	0	0	0	0	0	4	6	4	4	0	2	0	1	2	3	4	1	0	2	0	0	0	4	4	4	4	5	1	1	0	1	57				187	1169;2027;2269;2421;2477;3846;3942;5039;5879	True;True;True;True;True;True;True;True;True	1200;2078;2323;2480;2538;3972;4071;5193;6054	11073;11074;19137;19138;19139;19140;19141;19142;21646;21647;21648;23358;24048;24049;24050;24051;24052;24053;37677;38538;38539;49379;57477;57478;57479;57480;57481;57482;57483;57484;57485;57486;57487;57488;57489;57490;57491;57492;57493;57494;57495;57496;57497;57498;57499;57500;57501;57502;57503;57504;57505	11469;11470;19900;19901;19902;19903;19904;19905;19906;22523;22524;22525;24301;25004;25005;25006;25007;25008;25009;39267;40153;40154;51449;59844;59845;59846;59847;59848;59849;59850;59851;59852;59853;59854;59855;59856;59857;59858;59859;59860;59861;59862;59863;59864;59865;59866;59867;59868;59869;59870;59871;59872;59873;59874;59875;59876;59877;59878;59879;59880	11470;19905;22524;24301;25008;39267;40154;51449;59863		
AT1G74230.1	AT1G74230.1	5	5	5	AT1G74230.1 | glycine-rich RNA-binding protein 5 | Chr1:27915346-27916857 FORWARD LENGTH=289 | 201606	1	5	5	5	1	1	1	0	1	1	1	1	1	0	2	1	1	1	1	0	0	1	1	0	2	0	2	1	1	1	0	1	1	1	0	1	1	1	1	1	0	2	1	1	1	1	0	0	1	1	0	2	0	2	1	1	1	0	1	1	1	0	1	1	1	1	1	0	2	1	1	1	1	0	0	1	1	0	2	0	2	1	1	1	0	22.8	22.8	22.8	28.728	289	289	1	25	0	30.606	5.5	5.5	3.1	0	5.5	5.5	5.5	5.5	5.5	0	6.2	3.1	5.5	5.5	5.5	0	0	5.5	5.5	0	8.7	0	6.9	7.3	5.5	5.5	0	499880000	6252800	27649000	2789800	0	43232000	31283000	47535000	29577000	0	0	6987700	6805200	4518500	47365000	68822000	0	0	32603000	21877000	0	27557000	0	4103100	5654400	46748000	38519000	0	6140600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1	1	0	1	1	1	1	1	0	2	1	1	1	1	0	0	1	1	0	2	0	2	1	1	1	0	25				188	1505;1692;2451;2534;2659	True;True;True;True;True	1547;1736;2511;2601;2732	14219;15989;23578;23579;23580;23581;23582;23583;23584;23585;23586;23587;23588;23589;23590;23591;23592;23593;23594;24645;25849;25850;25851;25852;25853	14813;16659;24523;24524;24525;24526;24527;24528;24529;24530;24531;24532;24533;24534;24535;24536;24537;24538;24539;25616;26883;26884;26885;26886;26887	14813;16659;24523;25616;26885		
AT1G74470.1	AT1G74470.1	5	5	5	AT1G74470.1 | Pyridine nucleotide-disulfide oxidoreductase family protein | Chr1:27991248-27992845 FORWARD LENGTH=467 | 201606	1	5	5	5	1	0	0	0	0	4	3	5	3	0	0	0	0	2	2	2	2	2	0	0	0	0	0	5	1	3	3	1	0	0	0	0	4	3	5	3	0	0	0	0	2	2	2	2	2	0	0	0	0	0	5	1	3	3	1	0	0	0	0	4	3	5	3	0	0	0	0	2	2	2	2	2	0	0	0	0	0	5	1	3	3	14.1	14.1	14.1	51.837	467	467	1	38	0	33.771	3.4	0	0	0	0	11.3	9.2	14.1	8.8	0	0	0	0	5.8	6.4	6.4	6.4	6.4	0	0	0	0	0	14.1	3.4	8.6	9	345750000	79602	0	0	0	0	47091000	27622000	45361000	21747000	0	0	0	0	18527000	17499000	4724400	11949000	7738800	0	0	0	0	0	71418000	8084900	32830000	31075000	0	0	0	0	0	644110	469500	469270	296420	0	0	0	0	337510	309780	284630	336720	405930	0	0	0	0	0	561550	0	451450	430500	1	0	0	0	0	4	3	5	3	0	0	0	0	2	2	2	2	3	0	0	0	0	0	5	1	3	3	39				189	1068;3126;5064;5094;5282	True;True;True;True;True	1098;3209;5218;5249;5443	10292;10293;10294;10295;10296;10297;10298;10299;10300;10301;30375;30376;30377;30378;30379;30380;49635;49636;49637;49638;49906;49907;49908;49909;49910;49911;49912;49913;49914;49915;49916;49917;49918;49919;51837;51838;51839;51840	10663;10664;10665;10666;10667;10668;10669;10670;10671;10672;10673;31589;31590;31591;31592;31593;31594;51712;51713;51714;51715;51986;51987;51988;51989;51990;51991;51992;51993;51994;51995;51996;51997;51998;51999;54021;54022;54023;54024	10666;31592;51713;51987;54022		
AT1G75330.1	AT1G75330.1	3	3	3	AT1G75330.1 | ornithine carbamoyltransferase | Chr1:28266457-28268383 REVERSE LENGTH=375 | 201606	1	3	3	3	0	1	2	2	2	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	0	1	2	2	2	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	0	1	2	2	2	0	0	0	1	1	1	1	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	9.9	9.9	9.9	41.002	375	375	1	19	0	18.382	0	3.7	6.7	6.7	6.1	0	0	0	3.7	3.7	3.7	2.9	0	0	0	0	0	0	3.7	3.7	0	6.7	6.7	0	0	0	0	37755000	0	1026100	9824600	4333700	4455400	0	0	0	0	1602200	920510	5077700	0	0	0	0	0	0	1267200	2352900	0	3154600	3739800	0	0	0	0	0	0	252510	153580	0	0	0	0	0	0	0	114170	0	0	0	0	0	0	0	0	0	150690	221960	0	0	0	0	0	1	3	2	2	0	0	0	1	1	1	2	0	0	0	0	0	0	1	1	0	2	2	0	0	0	0	19				190	551;674;4616	True;True;True	566;690;4756	4990;4991;4992;4993;4994;4995;4996;4997;4998;4999;6060;6061;6062;6063;6064;6065;6066;6067;44649	5156;5157;5158;5159;5160;5161;5162;5163;5164;5165;6267;6268;6269;6270;6271;6272;6273;6274;46537	5160;6270;46537		
AT1G76060.1	AT1G76060.1	3	3	3	AT1G76060.1 | LYR family of Fe/S cluster biogenesis protein | Chr1:28543367-28543840 REVERSE LENGTH=157 | 201606	1	3	3	3	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	24.8	24.8	24.8	18.505	157	157	1	4	0	18.381	0	0	0	0	0	0	0	9.6	0	6.4	0	0	0	0	0	0	0	0	0	8.9	0	0	0	0	9.6	0	0	19345000	0	0	0	0	0	0	0	4273700	0	5107600	0	0	0	0	0	0	0	0	0	4991200	0	0	0	0	4972200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	207030	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	5				191	1522;3259;3349	True;True;True	1566;3347;3441	14363;31765;32730;32731	14962;33062;33063;34073;34074	14962;33062;34074		
AT1G76150.1	AT1G76150.1	3	3	3	AT1G76150.1 | enoyl-CoA hydratase 2 | Chr1:28575236-28577637 REVERSE LENGTH=309 | 201606	1	3	3	3	0	0	1	1	1	1	2	2	1	1	1	1	0	2	2	0	1	2	1	0	1	1	1	1	1	3	1	0	0	1	1	1	1	2	2	1	1	1	1	0	2	2	0	1	2	1	0	1	1	1	1	1	3	1	0	0	1	1	1	1	2	2	1	1	1	1	0	2	2	0	1	2	1	0	1	1	1	1	1	3	1	12.6	12.6	12.6	34.082	309	309	1	29	0	23.708	0	0	4.5	4.5	4.5	4.9	9.4	7.8	4.9	4.5	4.5	4.5	0	9.4	7.8	0	4.9	9.4	4.5	0	4.5	4.5	4.5	4.5	4.5	12.6	4.5	144740000	0	0	1724200	2425500	2482600	6889800	15120000	8074100	9749600	2418400	1201500	2157900	0	14968000	20422000	0	8456900	9397100	1924700	0	1226700	1416100	1840800	6096300	5328200	14591000	6830800	0	0	0	0	0	0	175400	183570	0	0	0	0	0	188950	259730	0	0	230990	0	0	0	0	0	0	0	156350	0	0	0	2	1	1	1	2	2	1	1	1	1	0	2	2	0	1	2	1	0	1	2	1	1	1	3	1	31				192	1740;4854;5218	True;True;True	1786;5003;5374	16471;16472;16473;16474;16475;16476;16477;47148;47149;47150;47151;47152;47153;47154;47155;47156;47157;47158;47159;47160;47161;47162;47163;47164;47165;47166;51060;51061;51062	17154;17155;17156;17157;17158;17159;17160;49149;49150;49151;49152;49153;49154;49155;49156;49157;49158;49159;49160;49161;49162;49163;49164;49165;49166;49167;49168;49169;53198;53199;53200	17157;49168;53200		
AT1G76180.2;AT1G76180.1	AT1G76180.2;AT1G76180.1	3;3	3;3	3;3	AT1G76180.2 | Dehydrin family protein | Chr1:28587013-28587657 REVERSE LENGTH=185 | 201606;AT1G76180.1 | Dehydrin family protein | Chr1:28587013-28587657 REVERSE LENGTH=185 | 201606	2	3	3	3	0	0	0	0	0	2	1	2	3	0	0	0	0	2	1	3	2	2	0	0	0	0	0	1	0	2	2	0	0	0	0	0	2	1	2	3	0	0	0	0	2	1	3	2	2	0	0	0	0	0	1	0	2	2	0	0	0	0	0	2	1	2	3	0	0	0	0	2	1	3	2	2	0	0	0	0	0	1	0	2	2	20.5	20.5	20.5	20.786	185	185;185	1	23	0	23.345	0	0	0	0	0	14.6	7	14.6	20.5	0	0	0	0	13.5	5.9	20.5	14.6	14.6	0	0	0	0	0	7	0	14.6	13	46041000	0	0	0	0	0	5845500	3540700	4025900	5473200	0	0	0	0	4352800	1790200	4042900	4953100	2655100	0	0	0	0	0	0	0	6537700	2823600	0	0	0	0	0	107180	0	67194	57317	0	0	0	0	92290	0	116070	70081	69801	0	0	0	0	0	0	0	99421	0	0	0	0	0	0	2	1	2	3	0	0	0	0	2	1	3	2	2	0	0	0	0	0	1	0	2	2	23				193	134;5209;5299	True;True;True	134;5365;5460	1115;1116;1117;1118;1119;1120;1121;1122;51014;51015;51016;51017;51018;51947;51948;51949;51950;51951;51952;51953;51954;51955;51956	1140;1141;1142;1143;1144;1145;1146;1147;53150;53151;53152;53153;53154;54138;54139;54140;54141;54142;54143;54144;54145;54146;54147	1144;53151;54147		
AT1G76200.1	AT1G76200.1	2	2	2	AT1G76200.1 | NADH dehydrogenase ubiquinone 1 beta subcomplex subunit | Chr1:28593351-28593980 FORWARD LENGTH=69 | 201606	1	2	2	2	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	29	29	29	7.5675	69	69	1	11	0	12.331	0	0	0	0	0	11.6	17.4	17.4	0	0	0	0	0	17.4	17.4	17.4	17.4	0	0	17.4	0	0	0	17.4	17.4	17.4	0	142230000	0	0	0	0	0	6039200	18504000	7714600	0	0	0	0	0	14472000	21285000	7551500	8609700	0	0	2079300	0	0	0	21681000	16012000	18277000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	282380	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	1	1	1	0	0	1	0	0	0	1	1	1	0	11				194	1858;2173	True;True	1905;2226	17570;17571;17572;17573;17574;17575;17576;17577;17578;17579;20556	18299;18300;18301;18302;18303;18304;18305;18306;18307;18308;21386	18299;21386		
AT1G77120.1	AT1G77120.1	3	3	3	AT1G77120.1 | alcohol dehydrogenase 1 | Chr1:28975509-28977216 FORWARD LENGTH=379 | 201606	1	3	3	3	0	0	2	2	2	2	2	2	2	1	0	2	0	2	2	2	2	2	2	0	1	3	1	2	2	2	2	0	0	2	2	2	2	2	2	2	1	0	2	0	2	2	2	2	2	2	0	1	3	1	2	2	2	2	0	0	2	2	2	2	2	2	2	1	0	2	0	2	2	2	2	2	2	0	1	3	1	2	2	2	2	10	10	10	41.178	379	379	1	44	0	20.484	0	0	6.6	6.6	6.3	6.6	6.6	6.6	6.6	2.9	0	6.6	0	6.6	6.6	6.6	6.6	6.6	6.6	0	2.9	10	2.9	6.6	6.6	6.6	6.6	204990000	0	0	4340200	4777100	2509600	13811000	15361000	15621000	11864000	1101600	0	5083200	0	14669000	3764500	8673000	10917000	8848900	3753300	0	737030	8452800	1146600	19778000	16986000	16985000	15814000	0	0	160300	142590	133260	252430	186530	256830	153930	0	0	134140	0	213790	0	263490	163450	256870	150110	0	0	237520	0	232310	229630	256120	197550	0	0	2	2	2	2	2	2	3	1	0	2	0	2	2	2	2	2	2	0	1	3	1	2	3	2	2	44				195	1140;1577;2212	True;True;True	1171;1621;2266	10803;10804;10805;10806;10807;10808;10809;10810;10811;10812;10813;10814;10815;10816;10817;10818;10819;10820;10821;10822;10823;10824;14853;14854;20966;20967;20968;20969;20970;20971;20972;20973;20974;20975;20976;20977;20978;20979;20980;20981;20982;20983;20984;20985	11188;11189;11190;11191;11192;11193;11194;11195;11196;11197;11198;11199;11200;11201;11202;11203;11204;11205;11206;11207;11208;11209;15469;15470;21812;21813;21814;21815;21816;21817;21818;21819;21820;21821;21822;21823;21824;21825;21826;21827;21828;21829;21830;21831	11197;15469;21817		
AT1G78900.2;AT1G78900.1	AT1G78900.2;AT1G78900.1	8;8	8;8	8;8	AT1G78900.2 | vacuolar ATP synthase subunit A | Chr1:29660463-29664575 FORWARD LENGTH=623 | 201606;AT1G78900.1 | vacuolar ATP synthase subunit A | Chr1:29660463-29664575 FORWARD LENGTH=623 | 201606	2	8	8	8	0	0	0	0	0	4	4	4	3	0	0	0	0	3	2	3	4	2	0	1	0	0	0	4	4	5	3	0	0	0	0	0	4	4	4	3	0	0	0	0	3	2	3	4	2	0	1	0	0	0	4	4	5	3	0	0	0	0	0	4	4	4	3	0	0	0	0	3	2	3	4	2	0	1	0	0	0	4	4	5	3	18.9	18.9	18.9	68.812	623	623;623	1	46	0	50.807	0	0	0	0	0	9	9	9.1	7.4	0	0	0	0	7.2	4.7	7.1	9	4.8	0	2.4	0	0	0	10	9.5	11.4	7.1	278600000	0	0	0	0	0	21219000	27486000	18008000	8436900	0	0	0	0	11289000	15944000	11241000	17730000	5944500	0	2045100	0	0	0	43191000	38590000	40453000	17028000	0	0	0	0	0	363990	320430	275470	223910	0	0	0	0	277580	293260	341790	232770	283540	0	0	0	0	0	380590	479820	410450	274480	0	0	0	0	0	5	5	3	4	0	0	0	0	3	2	3	5	2	0	1	0	0	0	3	4	5	3	48				196	766;943;1516;3530;3838;5197;5425;5963	True;True;True;True;True;True;True;True	784;967;1559;3626;3963;5352;5589;6141	7159;7160;7161;7162;7163;7164;7165;7166;7167;7168;7169;7170;7171;8937;14276;14277;14278;14279;14280;14281;14282;14283;14284;34507;34508;37611;50913;50914;50915;50916;53132;53133;53134;53135;53136;58498;58499;58500;58501;58502;58503;58504;58505;58506;58507;58508	7405;7406;7407;7408;7409;7410;7411;7412;7413;7414;7415;7416;7417;7418;7419;7420;9237;14872;14873;14874;14875;14876;14877;14878;14879;14880;35941;35942;39200;53049;53050;53051;53052;55374;55375;55376;55377;55378;60922;60923;60924;60925;60926;60927;60928;60929;60930;60931;60932;60933	7419;9237;14874;35941;39200;53051;55376;60933		
AT1G79010.1	AT1G79010.1	5	2	2	AT1G79010.1 | Alpha-helical ferredoxin | Chr1:29725138-29726933 REVERSE LENGTH=222 | 201606	1	5	2	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	3	2	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	2	1	1	31.1	13.1	13.1	25.502	222	222	1	11	0	13.589	7.7	0	0	0	0	0	0	15.3	0	0	0	0	0	0	0	0	5.4	15.3	0	0	0	0	0	5.4	23.4	13.1	15.8	294780000	190160	0	0	0	0	0	0	51297000	0	0	0	0	0	0	0	0	24536000	5055600	0	0	0	0	0	84602000	31243000	23913000	73941000	0	0	0	0	0	0	0	867290	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	2	0	0	9				197	1219;2695;3133;3134;3334	True;True;False;False;False	1251;2770;3216;3217;3424	11637;11638;11639;11640;11641;26217;26218;26219;26220;26221;26222;30449;30450;32500;32501;32502	12062;12063;12064;12065;12066;12067;27264;27265;27266;27267;27268;27269;31670;31671;33833;33834;33835	12067;27269;31670;31671;33833		
AT1G79230.3;AT1G79230.1;AT1G79230.2	AT1G79230.3;AT1G79230.1;AT1G79230.2	9;9;7	9;9;7	9;9;7	AT1G79230.3 | mercaptopyruvate sulfurtransferase 1 | Chr1:29801358-29803679 FORWARD LENGTH=322 | 201606;AT1G79230.1 | mercaptopyruvate sulfurtransferase 1 | Chr1:29800824-29803679 FORWARD LENGTH=379 | 201606;AT1G79230.2 | mercaptopyruvate sulfurtransferase	3	9	9	9	3	8	8	7	8	4	2	6	2	8	5	8	2	4	3	3	1	3	6	9	6	7	7	2	6	3	7	3	8	8	7	8	4	2	6	2	8	5	8	2	4	3	3	1	3	6	9	6	7	7	2	6	3	7	3	8	8	7	8	4	2	6	2	8	5	8	2	4	3	3	1	3	6	9	6	7	7	2	6	3	7	35.1	35.1	35.1	35.628	322	322;379;282	1	145	0	91.671	13	32.3	32.3	25.5	31.1	15.2	7.8	24.8	7.5	31.1	17.4	32.3	9.9	15.2	12.1	14.3	4.7	12.1	23	35.1	23	27	25.2	7.8	23.9	10.6	27	2608100000	1483100	99823000	137690000	163690000	220760000	64489000	63642000	101110000	44493000	130820000	61954000	176840000	1459400	109200000	86227000	29581000	40634000	33188000	119620000	138430000	98008000	151940000	68142000	65035000	156320000	70494000	173060000	2116700	3712300	4069900	4984800	5046400	1309300	1175400	1768800	988880	3627400	3987200	4068100	3642800	1857900	1324500	1400400	0	1456300	4117400	5069200	4535100	5606700	4272700	1052300	1803000	1727100	1793400	3	9	8	8	9	4	2	6	2	9	5	8	3	4	3	1	1	3	7	9	7	6	6	3	5	3	6	140				198	349;496;520;1501;1642;2758;3918;3932;5758	True;True;True;True;True;True;True;True;True	354;511;535;1543;1686;2833;4047;4061;5929	3196;3197;3198;3199;3200;3201;3202;3203;3204;3205;3206;3207;3208;3209;3210;4550;4551;4552;4553;4554;4555;4556;4557;4558;4559;4560;4561;4562;4563;4564;4565;4566;4745;4746;4747;4748;4749;4750;4751;4752;4753;4754;4755;4756;14197;14198;14199;14200;14201;14202;14203;14204;14205;14206;15443;15444;15445;15446;15447;15448;15449;15450;15451;15452;15453;15454;15455;15456;15457;26801;26802;26803;26804;26805;26806;26807;26808;26809;26810;26811;26812;26813;26814;26815;26816;26817;26818;26819;26820;26821;26822;26823;26824;26825;26826;38389;38390;38391;38392;38393;38394;38395;38396;38397;38398;38399;38400;38401;38402;38403;38404;38405;38406;38407;38408;38409;38499;38500;38501;38502;38503;38504;38505;38506;56291;56292;56293;56294;56295;56296;56297;56298;56299;56300;56301;56302;56303;56304;56305;56306;56307;56308;56309;56310;56311	3277;3278;3279;3280;3281;3282;3283;3284;3285;3286;3287;3288;3289;3290;3291;3292;4708;4709;4710;4711;4712;4713;4714;4715;4716;4717;4718;4719;4720;4721;4722;4723;4724;4905;4906;4907;4908;4909;4910;4911;4912;4913;4914;4915;4916;14788;14789;14790;14791;14792;14793;14794;14795;14796;14797;16085;16086;16087;16088;16089;16090;16091;16092;16093;16094;16095;16096;16097;16098;16099;27864;27865;27866;27867;27868;27869;27870;27871;27872;27873;27874;27875;27876;27877;27878;27879;27880;27881;27882;27883;27884;27885;27886;27887;27888;27889;27890;27891;39999;40000;40001;40002;40003;40004;40005;40006;40007;40008;40009;40010;40011;40012;40013;40014;40015;40016;40017;40018;40019;40111;40112;40113;40114;40115;40116;40117;40118;58622;58623;58624;58625;58626;58627;58628;58629;58630;58631;58632;58633;58634;58635;58636;58637;58638;58639;58640;58641;58642;58643	3290;4723;4909;14795;16096;27871;40014;40116;58638		
