"","AGI","description","location_consensus","left","right","direction","encoded","clp1_RNA_log2fc","clp1_RNA_padj","clp1_Protein_membrane_log2fc","clp1_Protein_membrane_padj","clp1_Protein_soluble_log2fc","clp1_Protein_soluble_padj","clp2_RNA_log2fc","clp2_RNA_padj","clp2_Protein_membrane_log2fc","clp2_Protein_membrane_padj","clp2_Protein_soluble_log2fc","clp2_Protein_soluble_padj"
"87","AT1G48420.1","D-cysteine desulfhydrase;Encodes an enzyme that decomposes D-cysteine into pyruvate, H2S, and NH3.  Only D-cysteine but not L-cysteine was converted by D-CDes to pyruvate, H2S, and NH3. There is conflicting evidence on its 1-aminocyclopropane-1-carboxylate deaminase activity. Involved in regulating ethylene levels.","plastid",17896597,17898804,"reverse","Nucleus",-6.13028035000788e-05,0.999711578275955,-0.536,0.443,-0.454,0.503,0.00896326162265239,0.962626026905194,-1.04,0.491,0.0524,0.843
"88","AT1G48520.1","GLU-ADT subunit B;Encodes Glu-tRNA(Gln) amidotransferase subunit B (from Genbank record AF239836).","plastid",17940088,17942822,"forward","Nucleus",0.011367992078815,0.98921071815945,0.397,0.633,-0.00952,0.837,0.52579422932153,0.000198212599583857,0.421,0.812,0.00206,0.855
"89","AT1G48570.1","zinc finger (Ran-binding) family protein;","plastid",17955278,17957719,"reverse","Nucleus",0.0285542126986615,0.958339016153623,0.599,0.107,0.466,0.16,0.453172359906074,9.58770678330361e-07,1.2,0.0714,0.374,0.523
"90","AT1G48850.1","chorismate synthase, putative / 5-enolpyruvylshikimate-3-phosphate phospholyase, putative;","plastid",18064905,18068090,"reverse","Nucleus",0.00901000806407851,0.998022334505606,-0.0841,0.774,0.139,0.779,0.0525072958828056,0.609362513024637,-0.328,0.814,-0.127,0.819
"91","AT1G49630.1","presequence protease 2;Zinc metalloprotease pitrilysin subfamily A. Signal peptide degrading enzyme targeted to mitochondria and chloroplasts. Expressed in flower, leaf and root. Not expressed in silique and shoot.","mitochondrion,plastid",18367594,18375381,"reverse","Nucleus",-0.00111553157378168,0.998939767660952,-0.425,0.588,-0.737,0.222,0.370547108703949,0.111492633600828,-0.11,0.867,-0.241,0.788
"92","AT1G49670.1","ARP protein (REF);molecular function has not been defined. Was shown involved in oxidative stress tolerance.","peroxisome",18380804,18386108,"reverse","Nucleus",0.0204198887720589,0.970224950517315,-0.469,0.247,-0.0383,0.819,0.392977475189404,0.000350929368009967,-0.239,0.806,-0.271,0.672
"93","AT1G50510.1","indigoidine synthase A family protein;","peroxisome",18716112,18719328,"forward","Nucleus",0.0100280595940284,0.997071830241766,0.034,0.796,0.0425,0.828,0.0163948676378003,0.942087758699932,-0.445,0.806,-0.144,0.824
"94","AT1G50940.1","electron transfer flavoprotein alpha;Encodes the electron transfer flavoprotein ETF alpha, a putative subunit of the mitochondrial electron transfer flavoprotein complex (ETF beta is At5g43430.1) in Arabidopsis.  Mutations of the ETF beta gene results in accelerated senescence and early death compared to wild-type during extended darkness.","mitochondrion",18877812,18880010,"reverse","Nucleus",0.00587522424288182,0.998022334505606,-0.22,0.695,0.0221,0.831,-0.0275401749201352,0.907223328922847,-0.144,0.856,-0.62,0.432
"95","AT1G51390.1","NFU domain protein 5;Encodes a protein containing the NFU domain that may be involved in iron-sulfur cluster assembly. Part of a five member gene family, more closely related to NFU4 than to NFU1,2, and 3. Targeted to the mitochondrion.","mitochondrion",19050344,19052094,"forward","Nucleus",0.0154948757153056,0.98388428624281,-0.246,0.397,-0.173,0.56,0.0574732788960535,0.744733893049038,-0.325,0.636,-0.19,0.655
"96","AT1G51650.1","ATP synthase epsilon chain, mitochondrial;","mitochondrion",19152615,19153929,"forward","Nucleus",0.0088297193171178,0.998022334505606,0.443,0.701,0.574,0.667,0.221185080884222,0.0405450274853932,-1.47,0.625,0.711,0.705
"97","AT1G51980.1","Insulinase (Peptidase family M16) protein;","mitochondrion",19323382,19326916,"reverse","Nucleus",0.0190236876940177,0.984115068714682,0.717,0.0314,0.149,0.713,0.18016406441944,0.0608101782811406,0.899,0.235,0.218,0.712
"98","AT1G52070.1","Mannose-binding lectin superfamily protein;","extracellular",19364888,19366924,"reverse","Nucleus",0.00128152774534469,0.999711578275955,0.0987,0.783,0.703,0.49,-0.636788062222229,0.0667604253308679,0.339,0.844,-0.537,0.719
"99","AT1G52760.1","lysophospholipase 2;Encodes a lysophospholipase 2 (LysoPL2). Involved in tolerance to cadmium-induced oxidative stress.  Binds Acyl-CoA-binding protein 2 (ACBP2).","mitochondrion",19651325,19652743,"forward","Nucleus",0.00166155463234719,0.999711578275955,0.197,0.726,-0.557,0.388,-0.220963109660818,0.0432186916956431,-0.7,0.683,-0.715,0.423
"100","AT1G53000.1","Nucleotide-diphospho-sugar transferases superfamily protein;Encodes a putative CMP-KDO (3-deoxy-D-manno-octulosonate) synthetase.","mitochondrion",19745046,19747245,"reverse","Nucleus",0.000423189476650282,0.998022334505606,-0.293,0.641,-0.0518,0.82,0.0215789285137575,0.520135847640309,-0.775,0.593,-0.249,0.764
"101","AT1G53030.1","COX17-1","mitochondrion",19760001,19761452,"reverse","Nucleus",0.0113488279295501,0.986673363689397,0.322,0.62,-0.318,0.629,-0.0291261180905235,0.904504674889539,0.555,0.722,-0.198,0.79
"102","AT1G53030.2","COX17-2","mitochondrion",19760001,19761452,"reverse","Nucleus",0.0113488279295501,0.986673363689397,0.147,0.753,-0.318,0.675,-0.0291261180905235,0.904504674889539,0.608,0.738,-0.198,0.802
"103","AT1G53240.1","Lactate/malate dehydrogenase family protein;","mitochondrion",19854615,19856937,"reverse","Nucleus",0.0257594416268404,0.970224950517315,-0.117,0.661,-0.0575,0.78,0.323601411870813,0.00402000982954546,0.0682,0.854,0.0435,0.827
"104","AT1G53645.1","hydroxyproline-rich glycoprotein family protein;","mitochondrion",20026147,20028635,"reverse","Nucleus",0.0325813909839868,0.956156101149014,0.254,0.173,0.302,0.0412,0.252961086025393,0.0230996802918004,-0.0367,0.863,0.358,0.0961
"105","AT1G53760.1","K+-H+ exchange-like protein;(source:Araport11)","mitochondrion",20068968,20071096,"reverse","Nucleus",-0.00320455724938254,0.998939767660952,-0.878,0.274,0.367,0.676,-0.209347794553127,0.102048624683559,-0.201,0.856,-0.0397,0.848
"106","AT1G54000.1","GDSL-like Lipase/Acylhydrolase superfamily protein;","vacuole",20154169,20156419,"reverse","Nucleus",-0.00990656268128991,0.884607538659172,-0.18,0.701,-0.543,0.192,-0.913782833405926,0.0126994016120303,-0.42,0.746,-1.12,0.0268
"107","AT1G54010.1","GDSL-like Lipase/Acylhydrolase superfamily protein;","vacuole",20158664,20160815,"reverse","Nucleus",-0.00327955187219058,0.998333771013429,-1.87,0.0615,-0.163,0.805,0.679679848711609,0.00680652653827549,-1.76,0.505,-0.66,0.703
"108","AT1G54030.1","GDSL-like Lipase/Acylhydrolase superfamily protein;","vacuole",20167629,20169600,"forward","Nucleus",-0.0124955132111072,0.978892720384414,-0.298,0.676,0.0567,0.822,-0.0185849492665474,0.945477803384341,-1.28,0.406,-0.066,0.841
"109","AT1G54220.1","Dihydrolipoamide acetyltransferase, long form protein;","mitochondrion",20246037,20250310,"reverse","Nucleus",0.024409618408431,0.963683703552494,-0.0692,0.721,-0.247,0.182,0.15881878691496,0.216226764291101,-0.186,0.749,-0.344,0.197
"110","AT1G54340.1","isocitrate dehydrogenase;NADP-specific isocitrate dehydrogenase (ICDH)","peroxisome",20283480,20286786,"forward","Nucleus",0.00483740769209946,0.998022334505606,0.458,0.593,-0.99,0.108,-0.0611782464425802,0.780176355769208,0.631,0.754,-0.735,0.508
"111","AT1G55160.1","WAS/WASL-interacting family protein;(source:Araport11)","mitochondrion,plastid",20578406,20580010,"forward","Nucleus",-0.033716673739563,0.894094077285661,0.132,0.743,-0.157,0.755,-0.10023246738818,0.516444762432641,0.0147,0.879,-0.0514,0.841
"112","AT1G55490.1","chaperonin 60 beta;encodes the beta subunit of the chloroplast chaperonin 60, a homologue of bacterial GroEL. Mutants in this gene develops lesions on its leaves, expresses systemic acquired resistance (SAR) and develops accelerated cell death to heat shock stress. The protein has molecular chaperone activity for suppressing protein aggregation in vitro.","plastid",20715563,20719165,"reverse","Nucleus",0.0129409339870897,0.98388428624281,-0.371,0.533,-0.0241,0.83,0.531717401125746,0.000430511813403896,-0.852,0.497,-0.809,0.209
"113","AT1G55890.1","Tetratricopeptide repeat (TPR)-like superfamily protein;","mitochondrion",20901346,20902800,"forward","Nucleus",0.00649333581630919,0.998022334505606,1.22,0.0835,1.35,0.0177,-0.0391831368805114,0.847905536652189,0.868,0.662,0.877,0.395
"114","AT1G55900.1","Haloacid dehalogenase-like hydrolase (HAD) superfamily protein;component of a translocase in the mitochondrial inner membrane","mitochondrion",20903053,20905654,"forward","Nucleus",0.0112908857485188,0.989686861006954,-0.235,0.673,-0.072,0.808,0.113420138103394,0.524717089842189,-0.867,0.498,-0.322,0.703
"115","AT1G56070.1","Ribosomal protein S5/Elongation factor G/III/V family protein;encodes a translation elongation factor 2-like protein that is involved in cold-induced translation. Mutations in this gene specifically blocks low temperature-induced transcription of cold-responsive genes but induces the expression of CBF genes and mutants carrying the recessive mutations fail to acclimate to cold and is freezing sensitive.","cytosol",20967930,20971742,"reverse","Nucleus",0.105503650467014,0.524493862011519,0.154,0.74,-0.27,0.683,0.126482340954518,0.117688899086249,-0.768,0.611,-0.091,0.831
"116","AT1G56190.1","Phosphoglycerate kinase family protein;","plastid,cytosol",21028216,21030614,"forward","Nucleus",0.0211853690112394,0.970224950517315,0.539,0.413,-0.73,0.146,0.183214414558048,0.0229512829147505,-0.913,0.539,-0.456,0.633
"117","AT1G56560.1","Plant neutral invertase family protein;","mitochondrion",21192499,21195112,"forward","Nucleus",-0.018172360488533,0.978892720384414,-0.0159,0.8,-0.308,0.682,-0.139739102350401,0.322188704007874,0.508,0.774,0.421,0.695
"118","AT1G58270.1","TRAF-like family protein;ZW9 mRNA, complete cds","extracellular",21612116,21614117,"reverse","Nucleus",-0.00593274298090202,0.98388428624281,-0.18,0.722,-0.109,0.793,-0.103218162937909,0.640205446681464,-0.264,0.829,-0.688,0.376
"119","AT1G59900.1","pyruvate dehydrogenase complex E1 alpha subunit;encodes the e1 alpha subunit of the pyruvate dehydrogenase complex (PDC)","mitochondrion",22051295,22053885,"forward","Nucleus",-0.00965696727176079,0.998022334505606,-0.00158,0.803,-0.165,0.372,0.0881357713910515,0.575399375978904,0.00883,0.877,-0.235,0.351
"120","AT1G60550.1","enoyl-CoA hydratase/isomerase D;","peroxisome",22305831,22308229,"reverse","Nucleus",0.00701207827230015,0.998022334505606,-0.0156,0.796,0.16,0.698,0.667795410218157,0.000116568545857982,-0.313,0.755,0.289,0.628
"121","AT1G60770.1","Tetratricopeptide repeat (TPR)-like superfamily protein;","mitochondrion",22366701,22368714,"reverse","Nucleus",0.0313823310598284,0.93605096232075,-0.469,0.503,0.924,0.057,0.284333606958768,0.0165415655254662,-0.0564,0.873,0.669,0.436
"122","AT1G61520.1","photosystem I light harvesting complex gene 3;PSI type III chlorophyll a/b-binding protein (Lhca3*1)","plastid,cytosol",22699715,22701169,"forward","Nucleus",0.00563092432893496,0.997099319475984,0.249,0.763,-1.11,0.435,0.19995357434777,0.336052509634803,-0.429,0.85,-1.11,0.609
"123","AT1G61570.1","translocase of the inner mitochondrial membrane 13;Encodes a putative small zinc finger-like protein (TIM13); nucleus-encoded gene whose product is found in the mitochondrial inner membrane space.","mitochondrion",22718705,22719516,"reverse","Nucleus",0.0420662457694421,0.765839022817651,-0.6,0.00153,0.0244,0.816,0.201003928385303,0.160312333291296,-0.703,0.0818,-0.00259,0.854
"124","AT1G61870.1","pentatricopeptide repeat 336;","mitochondrion",22865004,22866615,"reverse","Nucleus",0.000893890520073809,0.999711578275955,1.46,7.79e-08,0.266,0.504,-0.112286451792434,0.277357638958854,1.45,0.00795,0.0198,0.848
"125","AT1G63940.1","monodehydroascorbate reductase 6;","plastid,mitochondrion",23730051,23733892,"forward","Nucleus",-0.000155527617206507,0.998022334505606,-0.229,0.376,-0.275,0.178,0.262637277267106,0.03833106738174,-0.379,0.519,-0.197,0.601
"126","AT1G64190.1","6-phosphogluconate dehydrogenase family protein;","plastid",23825328,23827136,"reverse","Nucleus",-0.0248051443793612,0.875586950787932,-0.171,0.725,-0.189,0.739,-0.301084103744881,0.080429832470773,-1.16,0.323,-0.4,0.653
"127","AT1G64880.1","Ribosomal protein S5 family protein;","mitochondrion",24105642,24109146,"forward","Nucleus",0.046735772393984,0.855479065826361,1.58,0.0042,1.29,0.00758,0.32244196614004,0.0011764848311676,1.39,0.318,1.49,0.0319
"128","AT1G65290.1","mitochondrial acyl carrier protein 2;Encodes a member of the mitochondrial acyl carrier protein (ACP) family.  As part of the mitochondrial matrix, it is likely to be involved in fatty acid or lipoic acid biogenesis.","mitochondrion",24248828,24250421,"reverse","Nucleus",0.0098955566956164,0.998022334505606,-0.144,0.621,-0.165,0.567,0.20610001357048,0.0972874581880281,-0.0688,0.855,0.00536,0.853
"129","AT1G65540.1","LETM1-like protein;","mitochondrion",24362382,24366011,"reverse","Nucleus",-0.00477692256842915,0.998022334505606,-0.812,0.00816,-0.114,0.749,-0.495379064635164,0.0690633253022248,-0.917,0.196,-0.0338,0.842
"130","AT1G65930.1","cytosolic NADP+-dependent isocitrate dehydrogenase;Encodes a NADP+-isocitrate dehydrogenase that is believed to function in the cytosol. It appears to contribute to NADPH production under oxidative stress, and thereby to participate in redox signalling linked to defense responses.","cytosol",24538886,24542129,"forward","Nucleus",0.0202338716468416,0.98388428624281,-0.342,0.483,-1.22,1.58e-05,-0.0569754364826667,0.609362513024637,-0.397,0.733,-0.197,0.757
"131","AT1G66240.1","homolog of anti-oxidant 1;","plasma,membrane,cytosol,extracellular",24686256,24687332,"reverse","Nucleus",-0.021355922944096,0.970224950517315,-0.338,0.448,0.27,0.541,-0.0635200234850771,0.688664611544299,0.0103,0.879,0.293,0.646
"132","AT1G66270.1","Glycosyl hydrolase superfamily protein;","endoplasmic,reticulum,extracellular",24699990,24703041,"reverse","Nucleus",-0.00442494303690331,0.974626193969776,-0.401,0.5,-0.39,0.485,-0.563449409593504,0.0735322953490048,-0.776,0.553,-0.772,0.245
"133","AT1G66280.1","Glycosyl hydrolase superfamily protein;","endoplasmic,reticulum",24706512,24709785,"reverse","Nucleus",-0.00756326790047815,0.838478024680126,-0.0531,0.781,-0.439,0.336,-1.15776486887597,0.0192821157521804,0.135,0.853,-0.59,0.357
"134","AT1G67090.1","ribulose bisphosphate carboxylase small chain 1A;","plastid",25048158,25049424,"reverse","Nucleus",-0.000439031946549599,0.999711578275955,-0.0579,0.798,-0.995,0.6,0.558710557212285,0.0210850546373543,0.278,0.866,-1.33,0.615
"135","AT1G67350.1","NADH-ubiquinone oxidoreductase;(source:Araport11)","mitochondrion,cytosol",25235271,25236878,"forward","Nucleus",0.00521005948687796,0.998333771013429,0.296,0.649,-0.698,0.169,0.115465943647672,0.468293982334799,0.111,0.864,-0.128,0.819
"136","AT1G67430.1","Ribosomal protein L22p/L17e family protein;","cytosol,nucleus",25262159,25263789,"forward","Nucleus",-0.0161718435047833,0.998939767660952,0.0983,0.762,0.148,0.762,0.124219430236675,0.28452638659603,0.229,0.833,0.031,0.847
"137","AT1G68010.1","hydroxypyruvate reductase;Encodes hydroxypyruvate reductase.","peroxisome",25493196,25495783,"forward","Nucleus",-0.00356401895381712,0.998022334505606,-0.00254,0.802,0.0989,0.688,0.357457643117906,0.0985489280032336,-0.0973,0.832,0.043,0.824
"138","AT1G68990.1","male gametophyte defective 3;MGP3 (male gametophyte-defective 3) belongs to a small family of nuclear-encoded Phage type RNA polymerases (RPOTs) involved in the transcription of mitochondrial genes in Arabidopsis thaliana. Mutation in MGP 3 significantly retarded pollen tube growth and caused defective embryo development.","mitochondrion",25935351,25940925,"reverse","Nucleus",0.0290166135805946,0.951718703835039,-0.435,0.399,0.544,0.178,0.103852898599524,0.44176957088299,-0.167,0.844,0.552,0.392
"139","AT1G70190.1","Ribosomal protein L7/L12, oligomerisation;Ribosomal protein L7/L12, C-terminal/adaptor protein ClpS-like;","mitochondrion",26430543,26432049,"forward","Nucleus",0.00632289392094121,0.998022334505606,0.708,0.0526,0.713,0.018,-0.174573096271833,0.185189963274677,0.733,0.419,0.908,0.0312
"140","AT1G70580.1","alanine-2-oxoglutarate aminotransferase 2;Encodes a protein with glyoxylate aminotransferase activity. It can act on a number of different small substrates and amino acids in vitro.","peroxisome",26612999,26616069,"forward","Nucleus",0.0150937856480198,0.984115068714682,0.0506,0.788,0.861,0.082,0.275597529864604,0.0208617895385519,0.0926,0.868,-0.437,0.658
"141","AT1G71260.1","WHIRLY 2;Encodes WHY2, a homolog of the potato p24 protein.  It shares the conserved KGKAAL domain, a putative DNA-binding domain, with potato p24 and is localized to mitochondria and not the nucleus.  WHY2 is a member of the Whirly family proteins present mainly in the plant kingdom performing various activities related to DNA metabolism.  Crystal structure of Solanum tuberosum WHY2, a close homolog of Arabidopsis WHY2, reveal that Whirly proteins bind to single strand DNA to promote accurate repair of DNA double-strand breaks over an error-prone repair pathway.","mitochondrion",26861657,26863422,"reverse","Nucleus",0.0402058097515919,0.932975770646581,-0.0303,0.793,-0.352,0.557,0.341980497103297,4.95257716675742e-05,-0.965,0.433,0.446,0.597
"142","AT1G71310.1","cobalt ion binding;","mitochondrion",26877745,26880024,"reverse","Nucleus",0.00707472688463619,0.997277693296206,0.555,0.337,-0.774,0.0792,0.139102589017874,0.47773530406294,-0.024,0.877,-0.446,0.606
"143","AT1G71730.1","hypothetical protein;(source:Araport11)","mitochondrion",26986060,26986909,"reverse","Nucleus",0.00779938660871795,0.998022334505606,0.447,0.68,0.82,0.456,0.0972150126745359,0.315223182587611,0.598,0.811,0.828,0.618
"144","AT1G72170.1","Domain of unknown function (DUF543);","mitochondrion",27156335,27157706,"forward","Nucleus",0.0106118547918787,0.989686861006954,-0.324,0.523,-0.254,0.614,0.0281407852280471,0.904504674889539,-0.369,0.756,-0.193,0.764
